,month,year,title,production_budget,domestic_gross,worldwide_gross
1189,11,1995,Fair Game,50000000.0,11497497.0,26097497.0
1190,2,2011,Drive Angry,50000000.0,10721033.0,41042583.0
1191,11,1997,Mad City,50000000.0,10561038.0,10561038.0
1192,10,1995,The Scarlet Letter,50000000.0,10359006.0,10359006.0
1193,10,2005,Domino,50000000.0,10169202.0,23574057.0
1194,10,1995,Jade,50000000.0,9812870.0,9812870.0
1195,2,2009,Street Fighter: The Legend of Chun-Li,50000000.0,8742261.0,12660287.0
1196,3,2002,Death to Smoochy,50000000.0,8355815.0,8374062.0
1197,2,2018,Early Man,50000000.0,8267544.0,45285890.0
1198,11,2009,The Boat That Rocked,50000000.0,8017467.0,37472651.0
1199,1,2004,The Big Bounce,50000000.0,6471394.0,6626115.0
1200,3,2000,What Planet Are You From?,50000000.0,6291602.0,6291602.0
1201,4,2015,Child 44,50000000.0,1224330.0,8004221.0
1202,1,2009,Outlander,50000000.0,166003.0,1250617.0
1203,3,2013,Upside Down,50000000.0,102118.0,26387039.0
1204,10,2015,Shanghai,50000000.0,46425.0,15505922.0
1205,12,2020,Hannibal the Conqueror,50000000.0,0.0,0.0
1206,11,2019,Arctic Dogs,50000000.0,0.0,0.0
1207,11,2019,The Rhythm Section,50000000.0,0.0,0.0
1208,9,2019,Ad Astra,49800000.0,0.0,0.0
1209,11,2001,The One,49000000.0,43905746.0,72689126.0
1210,3,2015,Chappie,49000000.0,31569268.0,105002056.0
1211,7,1990,The Adventures of Ford Fairlane,49000000.0,20423389.0,20423389.0
1212,11,2012,Anna Karenina,49000000.0,12816367.0,71004627.0
1213,5,1989,Indiana Jones and the Last Crusade,48000000.0,197171806.0,474171806.0
1214,10,2002,The Ring,48000000.0,129094024.0,248218486.0
1215,12,2000,Traffic,48000000.0,124107476.0,208300000.0
1216,3,2002,Panic Room,48000000.0,95308367.0,196308367.0
1217,1,2015,Taken 3,48000000.0,89256424.0,327656424.0
1218,8,1999,The Thomas Crown Affair,48000000.0,69304264.0,124304264.0
1219,11,2018,Instant Family,48000000.0,67363237.0,119736188.0
1220,11,1999,The Bone Collector,48000000.0,66488090.0,151463090.0
1221,10,1999,Three Kings,48000000.0,60652036.0,107752036.0
1222,1,2010,Tooth Fairy,48000000.0,60022256.0,112610386.0
1223,8,2001,Rat Race,48000000.0,56607223.0,86607223.0
1224,9,2007,3:10 to Yuma,48000000.0,53606916.0,71171825.0
1225,8,2001,K-PAX,48000000.0,50315140.0,50315140.0
1226,12,2001,Kate and Leopold,48000000.0,47095453.0,70937778.0
1227,10,2000,Bedazzled,48000000.0,37879996.0,90376224.0
1228,6,1998,Out of Sight,48000000.0,37562568.0,77562568.0
1229,12,1984,The Cotton Club,48000000.0,25928721.0,25928721.0
1230,1,2008,Rambo,47500000.0,42754105.0,112214531.0
1231,7,2016,The Infiltrator,47500000.0,15436808.0,20718104.0
1232,6,1990,Dick Tracy,47000000.0,103738726.0,162738726.0
1233,11,2016,Arrival,47000000.0,100546139.0,203127894.0
1234,6,1996,The Cable Guy,47000000.0,60240295.0,102825796.0
1235,4,2009,Earth,47000000.0,32011576.0,116773317.0
1236,10,2001,Riding in Cars with Boys,47000000.0,29781453.0,29781453.0
1237,1,2007,Happily N'Ever After,47000000.0,15849032.0,37923818.0
1238,11,2002,Solaris,47000000.0,14970038.0,14970038.0
1239,6,2010,Jonah Hex,47000000.0,10547117.0,11022696.0
1240,2,1996,Mary Reilly,47000000.0,5707094.0,12900000.0
1241,12,2016,Silence,46500000.0,7100177.0,23726626.0
1242,11,2013,Mr. Nobody,46500000.0,3622.0,22254.0
1243,6,1997,My Best Friend's Wedding,46000000.0,126813153.0,298923419.0
1244,7,2001,America's Sweethearts,46000000.0,93607673.0,160648493.0
1245,11,1996,Star Trek: First Contact,46000000.0,92027888.0,150000000.0
1246,5,2002,Insomnia,46000000.0,67263182.0,113622499.0
1247,9,2013,Prisoners,46000000.0,61002302.0,113402302.0
1248,7,1996,Courage Under Fire,46000000.0,59003384.0,100833145.0
1249,9,1982,Inchon,46000000.0,4408636.0,4408636.0
1250,12,2010,Arthur and the War of Two Worlds,45500000.0,347136.0,36180824.0
1251,3,1997,Liar Liar,45000000.0,181410615.0,302710615.0
1252,11,1998,A Bug's Life,45000000.0,162798565.0,363095319.0
1253,10,2012,Taken 2,45000000.0,139854287.0,377807404.0
1254,5,1994,The Flintstones,45000000.0,130531208.0,358500000.0
1255,10,2003,Scary Movie 3,45000000.0,110000082.0,155200000.0
1256,12,2000,Miss Congeniality,45000000.0,106807667.0,213420951.0
1257,12,2017,Pitch Perfect 3,45000000.0,104897530.0,185736412.0
1258,7,2008,Journey to the Center of the Earth,45000000.0,101704370.0,243180937.0
1259,12,1993,The Pelican Brief,45000000.0,100768056.0,187995859.0
1260,8,2004,The Princess Diaries 2: Royal Engagement,45000000.0,95149435.0,122071435.0
1261,12,2007,The Bucket List,45000000.0,93466502.0,174807445.0
1262,7,1994,The Client,45000000.0,92115211.0,117615211.0
1263,11,2011,The Muppets,45000000.0,88625922.0,160971922.0
1264,6,1992,Patriot Games,45000000.0,83287363.0,178100000.0
1265,5,2005,Monster-in-Law,45000000.0,82931301.0,155931301.0
1266,10,2001,Training Day,45000000.0,76261036.0,104505362.0
1267,10,2016,The Girl on the Train,45000000.0,75395035.0,174278214.0
1268,12,1999,Galaxy Quest,45000000.0,71423726.0,90523726.0
1269,7,2001,Scary Movie 2,45000000.0,71277420.0,141189101.0
1270,8,1998,Blade,45000000.0,70141876.0,131237688.0
1271,1,2005,Coach Carter,45000000.0,67264877.0,76665507.0
1272,3,2010,The Bounty Hunter,45000000.0,67061228.0,135808837.0
1273,4,2002,Changing Lanes,45000000.0,66790248.0,66790248.0
1274,4,1997,Anaconda,45000000.0,65598907.0,136998907.0
1275,1,2006,Underworld: Evolution,45000000.0,62318875.0,113417762.0
1276,8,2000,Coyote Ugly,45000000.0,60786269.0,113916474.0
1277,11,2003,Love Actually,45000000.0,59472278.0,248505300.0
1278,8,1996,Jack,45000000.0,58617334.0,58617334.0
1279,10,1994,The Specialist,45000000.0,57362581.0,57362581.0
1280,12,2016,Office Christmas Party,45000000.0,54767494.0,91323299.0
1281,8,1996,Tin Cup,45000000.0,53854588.0,75854588.0
1282,11,2005,"Yours, Mine and Ours",45000000.0,53359917.0,72359917.0
1283,5,2005,Kicking and Screaming,45000000.0,52842724.0,55842724.0
1284,4,2005,The Hitchhiker's Guide to the Galaxy,45000000.0,51019112.0,102746214.0
1285,9,2007,Resident Evil: Extinction,45000000.0,50648679.0,149871103.0
1286,12,2004,Fat Albert,45000000.0,48114556.0,48563556.0
1287,7,2012,Savages,45000000.0,47323100.0,82513490.0
1288,9,1994,The River Wild,45000000.0,46815000.0,94215000.0
1289,5,2014,Blended,45000000.0,46290741.0,127990741.0
1290,6,2017,All Eyez on Me,45000000.0,44922302.0,54876855.0
1291,1,2006,Last Holiday,45000000.0,38399961.0,43343247.0
1292,3,2006,16 Blocks,45000000.0,36895141.0,65595141.0
1293,7,1995,The Indian in the Cupboard,45000000.0,35627222.0,35627222.0
1294,9,2004,Cellular,45000000.0,32003620.0,61475984.0
1295,7,2006,The Ant Bully,45000000.0,28142535.0,49610898.0
1296,7,2003,Johnny English,45000000.0,28013509.0,163126676.0
1297,12,1984,Dune,45000000.0,27447471.0,27447471.0
1298,7,2009,Aliens in the Attic,45000000.0,25200412.0,59551283.0
1299,9,2007,Across the Universe,45000000.0,24343673.0,29367143.0
1300,12,2008,Revolutionary Road,45000000.0,22951340.0,79604820.0
1301,8,2008,Babylon A.D.,45000000.0,22532572.0,70216497.0
1302,11,1994,Frankenstein,45000000.0,22006296.0,112006296.0
1303,10,1996,The Glimmer Man,45000000.0,20404841.0,36404841.0
1304,7,1996,Multiplicity,45000000.0,20133326.0,20133326.0
1305,5,2019,UglyDolls,45000000.0,19894664.0,24644664.0
1306,1,2001,The Pledge,45000000.0,19719930.0,29406132.0
1307,12,2005,The Producers: The Movie Musical,45000000.0,19398532.0,32952995.0
1308,6,1996,The Phantom,45000000.0,17220599.0,17220599.0
1309,7,2005,Rebound,45000000.0,16809014.0,17492014.0
1310,2,2010,The Ghost Writer,45000000.0,15541549.0,65532491.0
1311,12,2000,All the Pretty Horses,45000000.0,15527125.0,18120267.0
1312,9,2008,Bangkok Dangerous,45000000.0,15298133.0,46598133.0
1313,12,1995,Nixon,45000000.0,13668249.0,34668249.0
1314,9,2012,Dredd,45000000.0,13414714.0,41467606.0
1315,10,2011,The Rum Diary,45000000.0,13109815.0,21544732.0
1316,1,1998,Deep Rising,45000000.0,11203026.0,11203026.0
1317,12,2018,Welcome to Marwen,45000000.0,10763520.0,12874922.0
1318,10,2011,Johnny English Reborn,45000000.0,8406711.0,164640401.0
1319,9,2008,Miracle at St. Anna,45000000.0,7916887.0,9676497.0
1320,4,2002,Big Trouble,45000000.0,7262288.0,8488871.0
1321,12,2006,Man cheng jin dai huang jin jia,45000000.0,6566773.0,76904429.0
1322,11,2007,Love in the Time of Cholera,45000000.0,4617608.0,31077418.0
1323,12,2002,Pinocchio,45000000.0,3681811.0,31681811.0
1324,1,1997,Shadow Conspiracy,45000000.0,2154540.0,2154540.0
1325,12,2012,Foodfight!,45000000.0,0.0,73706.0
1326,10,2012,Argo,44500000.0,136025503.0,227140757.0
1327,8,1993,The Fugitive,44000000.0,183875760.0,353715317.0
1328,5,1985,Rambo: First Blood Part II,44000000.0,150415432.0,300400000.0
1329,10,1996,Sleepers,44000000.0,53300852.0,165600852.0
1330,7,2010,Charlie St. Cloud,44000000.0,31206263.0,48478084.0
1331,2,1996,The Juror,44000000.0,22730924.0,22730924.0
1332,2,2014,The Interview,44000000.0,6105175.0,12342632.0
1333,11,1980,Heaven's Gate,44000000.0,3484331.0,3484523.0
1334,6,2013,The Heat,43000000.0,159581587.0,229727774.0
1335,12,2000,Finding Forrester,43000000.0,51768623.0,80013623.0
1336,4,2000,28 Days,43000000.0,37035515.0,62063972.0
1337,5,2005,Danny the Dog,43000000.0,24537621.0,49037621.0
1338,4,2002,The Sweetest Thing,43000000.0,24430272.0,63078756.0
1339,11,2018,The Girl in the Spiderâs Web,43000000.0,14828555.0,34983342.0
1340,1,2017,A Monster Calls,43000000.0,3740823.0,46414530.0
1341,1,2011,The Mechanic,42500000.0,29121498.0,76347393.0
1342,6,1993,The Firm,42000000.0,158340892.0,270340892.0
1343,3,2012,21 Jump Street,42000000.0,138447667.0,202812429.0
1344,5,1999,Notting Hill,42000000.0,116089678.0,363728085.0
1345,6,2000,Chicken Run,42000000.0,106793915.0,227793915.0
1346,1,2004,Along Came Polly,42000000.0,88073507.0,173044410.0
1347,7,1992,Boomerang,42000000.0,70052444.0,131052444.0
1348,7,2009,BrÃ¼no,42000000.0,60054530.0,138708527.0
1349,6,1963,Cleopatra,42000000.0,57000000.0,71000000.0
1350,5,2017,Snatched,42000000.0,45852178.0,57852177.0
1351,10,2012,Here Comes the Boom,42000000.0,45290318.0,73239258.0
1352,4,2002,High Crimes,42000000.0,41543207.0,63781100.0
1353,11,1996,The Mirror Has Two Faces,42000000.0,41267469.0,41267469.0
1354,3,2011,Red Riding Hood,42000000.0,37662162.0,91678442.0
1355,1,2002,The Mothman Prophecies,42000000.0,35228696.0,56438555.0
1356,7,1989,Licence to Kill,42000000.0,34667015.0,156167015.0
1357,12,2018,Holmes & Watson,42000000.0,30568743.0,41926605.0
1358,1,2012,One for the Money,42000000.0,26414527.0,36197221.0
1359,3,2001,15 Minutes,42000000.0,24375436.0,56331864.0
1360,9,2005,Lord of War,42000000.0,24149632.0,60437727.0
1361,5,1993,Super Mario Bros.,42000000.0,20844907.0,20844907.0
1362,10,1992,Hero,42000000.0,19487173.0,66787173.0
1363,1,2012,Man on a Ledge,42000000.0,18620000.0,49621440.0
1364,12,2010,The Warrior's Way,42000000.0,5666340.0,8514325.0
1365,4,1997,McHale's Navy,42000000.0,4408420.0,4408420.0
1366,5,2010,Micmacs,42000000.0,1259693.0,11756922.0
1367,12,2006,Les BronzÃ©s 3: amis pour la vie,42000000.0,0.0,83833602.0
1368,12,2015,Pourquoi j'ai pas mangÃ© mon pÃ¨re,42000000.0,0.0,15451663.0
1369,11,2002,8 Mile,41000000.0,116724075.0,245768384.0
1370,5,2019,Rocketman,41000000.0,57342725.0,108642725.0
1371,5,2001,A Knightâs Tale,41000000.0,56083966.0,100622586.0
1372,8,2003,The Medallion,41000000.0,22108977.0,22108977.0
1373,10,2011,The Big Year,41000000.0,7204138.0,7684524.0
1374,8,1999,The Sixth Sense,40000000.0,293506292.0,672806292.0
1375,7,2005,Wedding Crashers,40000000.0,209218368.0,283218368.0
1376,6,2010,The Karate Kid,40000000.0,176591618.0,351774938.0
1377,2,2015,Fifty Shades of Grey,40000000.0,166167230.0,570998101.0
1378,6,2009,The Proposal,40000000.0,163958031.0,314709717.0
1379,12,2013,American Hustle,40000000.0,150117807.0,257878294.0
1380,5,2019,John Wick: Chapter 3 â Parabellum,40000000.0,141744320.0,256498033.0
1381,12,2003,Cheaper by the Dozen,40000000.0,138614544.0,190212113.0
1382,7,2014,Lucy,40000000.0,126573960.0,457507776.0
1383,12,2013,Lone Survivor,40000000.0,125095601.0,149804632.0
1384,11,1989,Back to the Future Part II,40000000.0,118450002.0,332000000.0
1385,9,1999,Double Jeopardy,40000000.0,116735231.0,177835231.0
1386,7,2003,Spy Kids 3-D: Game Over,40000000.0,111760631.0,167851995.0
1387,7,1996,A Time to Kill,40000000.0,108766007.0,152266007.0
1388,7,1992,A League of Their Own,40000000.0,107533925.0,132440066.0
1389,6,2016,The Conjuring 2: The Enfield Poltergeist,40000000.0,102470008.0,311262102.0
1390,10,2010,The Social Network,40000000.0,96962694.0,224922135.0
1391,8,2009,Julie & Julia,40000000.0,94125426.0,126646119.0
1392,2,2009,He's Just Not That Into You,40000000.0,93953653.0,181053657.0
1393,2,2017,John Wick: Chapter Two,40000000.0,92029184.0,171350009.0
1394,1,2016,Ride Along 2,40000000.0,90862685.0,124827316.0
1395,4,2006,Scary Movie 4,40000000.0,90710620.0,178710620.0
1396,3,2015,Get Hard,40000000.0,90411453.0,106511453.0
1397,2,2000,Scream 3,40000000.0,89138076.0,161838076.0
1398,5,1990,Back to the Future Part III,40000000.0,88055283.0,244088654.0
1399,10,2016,The Accountant,40000000.0,86260045.0,152962083.0
1400,11,2014,Dumb and Dumber To,40000000.0,86208010.0,156553592.0
1401,4,2014,The Other Woman,40000000.0,83911193.0,195111193.0
1402,11,1992,Bram Stoker's Dracula,40000000.0,82522790.0,215862692.0
1403,2,2006,Eight Below,40000000.0,81612565.0,120455994.0
1404,12,1999,The Talented Mr. Ripley,40000000.0,81292135.0,128792135.0
1405,9,2015,The Intern,40000000.0,75764672.0,197115710.0
1406,9,1992,The Last of the Mohicans,40000000.0,75505856.0,75505856.0
1407,10,2004,Ray,40000000.0,75305995.0,124823094.0
1408,4,2005,Sin City,40000000.0,74103820.0,158527918.0
1409,10,2015,Bridge of Spies,40000000.0,72313754.0,162498338.0
1410,2,2008,Vantage Point,40000000.0,72266306.0,150886329.0
1411,3,2009,"I Love You, Man",40000000.0,72013010.0,92302502.0
1412,11,2001,Shallow Hal,40000000.0,70836296.0,70836296.0
1413,12,1991,JFK,40000000.0,70405498.0,205400000.0
1414,1,2006,Big Momma's House 2,40000000.0,70165972.0,137047376.0
1415,9,2018,The House with a Clock in its Walls,40000000.0,68549695.0,126331750.0
1416,11,2016,Hacksaw Ridge,40000000.0,67209615.0,168904682.0
1417,3,2001,The Mexican,40000000.0,66808615.0,145238250.0
1418,8,2009,The Final Destination,40000000.0,66477700.0,187384627.0
1419,4,2009,17 Again,40000000.0,64167069.0,139474906.0
1420,2,2011,Unknown,40000000.0,63686397.0,136123083.0
1421,6,2010,Get Him to the Greek,40000000.0,61153526.0,91455875.0
1422,11,2003,Gothika,40000000.0,59588068.0,141484812.0
1423,11,2001,Behind Enemy Lines,40000000.0,58855732.0,58855732.0
1424,3,2011,The Lincoln Lawyer,40000000.0,58009200.0,87145086.0
1425,10,2004,Shall We Dance?,40000000.0,57887882.0,118097882.0
1426,8,2006,Invincible,40000000.0,57806952.0,58501127.0
1427,2,2013,Escape From Planet Earth,40000000.0,57012977.0,74156610.0
1428,7,1998,Small Soldiers,40000000.0,55143823.0,71743823.0
1429,7,1997,Spawn,40000000.0,54979992.0,87949859.0
1430,11,2014,Horrible Bosses 2,40000000.0,54445357.0,105945357.0
1431,1,2002,The Count of Monte Cristo,40000000.0,54228104.0,75389090.0
1432,10,2006,The Prestige,40000000.0,53089891.0,104407366.0
1433,6,2006,The Lake House,40000000.0,52330111.0,114830111.0
1434,7,2010,Predators,40000000.0,52000688.0,127234389.0
1435,8,2012,The Odd Life of Timothy Green,40000000.0,51853450.0,55249159.0
1436,7,1987,The Living Daylights,40000000.0,51185000.0,191200000.0
1437,12,2006,Apocalypto,40000000.0,50866635.0,121032272.0
1438,2,2007,Music and Lyrics,40000000.0,50572589.0,146196885.0
1439,6,1986,Legal Eagles,40000000.0,49851591.0,49851591.0
1440,3,2004,Secret Window,40000000.0,47958031.0,92111551.0
1441,8,2005,The Skeleton Key,40000000.0,47907715.0,92256918.0
1442,6,2014,Jersey Boys,40000000.0,47047013.0,65282732.0
1443,5,2008,Made of Honor,40000000.0,46012734.0,106548738.0
1444,11,1997,The Rainmaker,40000000.0,45916769.0,45916769.0
1445,2,1992,Medicine Man,40000000.0,44948240.0,44948240.0
1446,12,1997,Amistad,40000000.0,44212592.0,58250151.0
1447,5,2014,A Million Ways to Die in The West,40000000.0,42720965.0,86778557.0
1448,8,2011,Final Destination 5,40000000.0,42587643.0,155011165.0
1449,11,2018,Widows,40000000.0,42402632.0,73866088.0
1450,4,2005,Fever Pitch,40000000.0,42071069.0,50071069.0
1451,12,2007,Aliens vs. Predator - Requiem,40000000.0,41797066.0,128884494.0
1452,12,2007,The Water Horse: Legend of the Deep,40000000.0,40412817.0,103429755.0
1453,7,2014,Sex Tape,40000000.0,38543473.0,126069509.0
1454,4,2011,Scream 4,40000000.0,38180928.0,95989590.0
1455,12,1994,Ri¢hie Ri¢h,40000000.0,38087756.0,38087756.0
1456,8,2000,Autumn in New York,40000000.0,37752931.0,90717684.0
1457,3,2011,Paul,40000000.0,37412945.0,101162106.0
1458,12,2012,The Guilt Trip,40000000.0,37134215.0,41294674.0
1459,8,2011,Colombiana,40000000.0,36665854.0,72295262.0
1460,2,1999,8MM,40000000.0,36443442.0,96398826.0
1461,1,2018,The Commuter,40000000.0,36343858.0,101985431.0
1462,2,2000,Hanging Up,40000000.0,36037909.0,51867723.0
1463,3,1991,The Doors,40000000.0,34416893.0,34416893.0
1464,8,1999,Mickey Blue Eyes,40000000.0,33864342.0,53864342.0
1465,10,2000,Pay it Forward,40000000.0,33508922.0,55696705.0
1466,4,2011,Arthur,40000000.0,33035397.0,47787943.0
1467,3,2008,Drillbit Taylor,40000000.0,32862104.0,49686263.0
1468,12,2016,Patriots Day,40000000.0,31886361.0,52837989.0
1469,12,2011,Extremely Loud and Incredibly Close,40000000.0,31847881.0,55247881.0
1470,7,1994,The Shadow,40000000.0,31835600.0,31835600.0
1471,11,2008,Transporter 3,40000000.0,31715062.0,107235592.0
1472,11,2010,Morning Glory,40000000.0,31011732.0,59795070.0
1473,11,2005,Get Rich or Die Tryin',40000000.0,30981850.0,46666955.0
1474,5,2019,Long Shot,40000000.0,30202860.0,43711031.0
1475,8,2000,The Art of War,40000000.0,30199105.0,30199105.0
1476,12,2013,Grudge Match,40000000.0,29807260.0,69807260.0
1477,8,2000,Bless the Child,40000000.0,29374178.0,40435694.0
1478,11,2005,Rent,40000000.0,29077547.0,31670620.0
1479,4,1999,The Out-of-Towners,40000000.0,28544120.0,28544120.0
1480,8,2017,The Nut Job 2: Nutty by Nature,40000000.0,28370522.0,57438389.0
1481,8,1996,The Island of Dr. Moreau,40000000.0,27682712.0,27682712.0
1482,9,2001,The Musketeer,40000000.0,27053815.0,27053815.0
1483,1,2017,Resident Evil: The Final Chapter,40000000.0,26844692.0,314101190.0
1484,2,2008,The Other Boleyn Girl,40000000.0,26814957.0,78269970.0
1485,6,2017,The House,40000000.0,25584504.0,31192425.0
1486,2,2001,Sweet November,40000000.0,25288103.0,65754228.0
1487,4,2007,The Reaping,40000000.0,25126214.0,62226214.0
1488,1,2011,Season of the Witch,40000000.0,24827228.0,91126600.0
1489,6,1994,Renaissance Man,40000000.0,24172899.0,24172899.0
1490,5,1998,Quest for Camelot,40000000.0,22772500.0,38172500.0
1491,9,2002,City by the Sea,40000000.0,22433915.0,22433915.0
1492,1,1999,At First Sight,40000000.0,22365133.0,22365133.0
1493,8,2016,Mechanic: Resurrection,40000000.0,21218403.0,109738840.0
1494,1,2004,Torque,40000000.0,21176322.0,46176322.0
1495,11,2009,Fantastic Mr. Fox,40000000.0,21002919.0,47083412.0
1496,9,1995,Showgirls,40000000.0,20350754.0,37750754.0
1497,2,1996,City Hall,40000000.0,20278055.0,20278055.0
1498,2,2012,Big Miracle,40000000.0,20157300.0,25268680.0
1499,12,2012,The Impossible,40000000.0,19019882.0,169590606.0
1500,3,2012,A Thousand Words,40000000.0,18450127.0,20790486.0
1501,10,2006,Marie Antoinette,40000000.0,15962471.0,60862471.0
1502,10,2000,Get Carter,40000000.0,14967182.0,19417182.0
1503,4,1995,Kiss of Death,40000000.0,14942422.0,14942422.0
1504,4,2002,"Life, or Something Like It",40000000.0,14448589.0,14448589.0
1505,5,1987,Ishtar,40000000.0,14375181.0,14375181.0
1506,2,1992,Memoirs of an Invisible Man,40000000.0,14358033.0,14358033.0
1507,10,2009,Amelia,40000000.0,14279575.0,19756077.0
1508,10,2009,Cirque du Freak: The Vampire's Assistant,40000000.0,14046595.0,39753957.0
1509,5,2004,New York Minute,40000000.0,14018364.0,21215882.0
1510,3,1999,The Deep End of the Ocean,40000000.0,13508635.0,13508635.0
1511,11,2004,Alfie,40000000.0,13395939.0,35195939.0
1512,8,2002,FearDotCom,40000000.0,13208023.0,13208023.0
1513,11,2008,Soul Men,40000000.0,12082391.0,12345883.0
1514,3,2015,The Gunman,40000000.0,10664749.0,18594227.0
1515,8,1999,Universal Soldier II: The Return,40000000.0,10447421.0,10717421.0
1516,9,2009,Pandorum,40000000.0,10330853.0,17033431.0
1517,9,2003,Duplex,40000000.0,9652000.0,10070651.0
1518,8,2013,Paranoia,40000000.0,7388654.0,16340767.0
1519,8,1980,Raise the Titanic,40000000.0,7000000.0,7000000.0
1520,7,2015,Baahubali: The Beginning,40000000.0,6738000.0,26736665.0
1521,3,2018,The Hurricane Heist,40000000.0,6115824.0,30963684.0
1522,1,2002,Impostor,40000000.0,6114237.0,7974607.0
1523,11,2015,Victor Frankenstein,40000000.0,5775076.0,31124367.0
1524,11,2002,Extreme Ops,40000000.0,4835968.0,12624471.0
1525,4,2001,Just Visiting,40000000.0,4777007.0,16172200.0
1526,6,2014,Snowpiercer,40000000.0,4563029.0,88069880.0
1527,7,2007,Sunshine,40000000.0,3688560.0,32030610.0
1528,3,1994,The Hudsucker Proxy,40000000.0,2816518.0,14938149.0
1529,11,2016,Billy Lynnâs Long Halftime Walk,40000000.0,1738477.0,30230402.0
1530,7,1986,Pirates,40000000.0,1641825.0,6341825.0
1531,12,2008,Delgo,40000000.0,915840.0,915840.0
1532,9,2007,The Hunting Party,40000000.0,876671.0,7729552.0
1533,10,2006,Alex Rider: Operation Stormbreaker,40000000.0,659210.0,20722450.0
1534,11,2009,Red Cliff,40000000.0,627047.0,119627047.0
1535,9,2004,The Last Shot,40000000.0,463730.0,463730.0
1536,3,2007,Nomad,40000000.0,79123.0,79123.0
1537,4,2013,Un monstre Ã Paris,40000000.0,0.0,27000381.0
1538,6,2019,Kursk,40000000.0,0.0,4212799.0
1539,11,2016,USS Indianapolis: Men of Courage,40000000.0,0.0,1663785.0
1540,12,2014,Dragon Nest Warriors' Dawn,40000000.0,0.0,734423.0
1541,12,2018,The Crow,40000000.0,0.0,0.0
1542,9,2019,The Goldfinch,40000000.0,0.0,0.0
1543,12,2019,Down Under Cover,40000000.0,0.0,0.0
1544,8,2009,The Time Traveler's Wife,39000000.0,63414846.0,102332135.0
1545,6,1983,Superman III,39000000.0,59950623.0,59950623.0
1546,2,2007,Because I Said So,39000000.0,42674040.0,69538833.0
1547,10,2012,Frankenweenie,39000000.0,35287788.0,81150788.0
1548,3,1996,Sgt. Bilko,39000000.0,30356589.0,37956589.0
1549,9,2005,Serenity,39000000.0,25514517.0,40319440.0
1550,9,2007,Shoot 'Em Up,39000000.0,12796824.0,26796824.0
1551,2,2004,Against the Ropes,39000000.0,5881504.0,6429865.0
1552,8,2013,Yi dai zong shi,38600000.0,6594959.0,57987299.0
1553,6,2001,The Fast and the Furious,38000000.0,144512310.0,206512310.0
1554,9,2002,Sweet Home Alabama,38000000.0,127214072.0,182365114.0
1555,7,2009,The Ugly Truth,38000000.0,88915214.0,205298907.0
1556,8,2002,Spy Kids 2: The Island of Lost Dreams,38000000.0,85846296.0,119721296.0
1557,11,1994,Star Trek: Generations,38000000.0,75671262.0,120000000.0
1558,6,2017,Captain Underpants: The First Epic Movie,38000000.0,73921000.0,126577874.0
1559,4,2015,Paul Blart: Mall Cop 2,38000000.0,71091594.0,107650646.0
1560,12,1997,Mouse Hunt,38000000.0,61894591.0,61894591.0
1561,12,2016,Why Him?,38000000.0,60323786.0,117425156.0
1562,4,2011,Water for Elephants,38000000.0,58709717.0,116809717.0
1563,10,2010,Life as We Know It,38000000.0,53374681.0,105887837.0
1564,12,1999,The Hurricane,38000000.0,50699241.0,73956241.0
1565,9,2013,Riddick,38000000.0,42025135.0,94763758.0
1566,3,2001,Heartbreakers,38000000.0,40334024.0,57753825.0
1567,5,2002,Enough,38000000.0,39177215.0,50970660.0
1568,1,2016,The 5th Wave,38000000.0,34912982.0,111336398.0
1569,2,2009,Push,38000000.0,31811527.0,49678401.0
1570,9,2013,Rush,38000000.0,26947624.0,98230839.0
1571,5,2001,Angel Eyes,38000000.0,24044532.0,29544532.0
1572,12,2001,Joe Somebody,38000000.0,22770864.0,24515990.0
1573,3,2000,The Ninth Gate,38000000.0,18653746.0,58394308.0
1574,10,2017,Only the Brave,38000000.0,18340051.0,24555177.0
1575,9,1996,Extreme Measures,38000000.0,17378193.0,17378193.0
1576,10,2011,The Thing,38000000.0,16999934.0,27573078.0
1577,9,2001,Rock Star,38000000.0,16991902.0,19317765.0
1578,2,1996,White Squall,38000000.0,10229300.0,10229300.0
1579,10,2008,City of Ember,38000000.0,7873007.0,17831558.0
1580,10,1997,Switchback,38000000.0,6504442.0,6504442.0
1581,9,2018,The Sisters Brothers,38000000.0,3143056.0,13143056.0
1582,11,2001,Texas Rangers,38000000.0,623374.0,623374.0
1583,8,2008,Virgin Territory,38000000.0,0.0,5473041.0
1584,1,2019,The Upside,37500000.0,108235497.0,119024536.0
1585,5,2012,What to Expect When You're Expecting,37500000.0,41152203.0,88473016.0
1586,9,2012,The Master,37500000.0,16247159.0,50647416.0
1587,10,2008,The Express,37500000.0,9793406.0,9813309.0
1588,11,2008,Twilight,37000000.0,192769854.0,402280159.0
1589,8,2013,We're the Millers,37000000.0,150394119.0,267816276.0
1590,11,2015,Creed,37000000.0,109767581.0,173567581.0
1591,9,2010,The Town,37000000.0,92186262.0,152566881.0
1592,9,2011,Dolphin Tale,37000000.0,72286779.0,96068724.0
1593,2,2018,Game Night,37000000.0,69179066.0,117378084.0
1594,9,2008,Burn After Reading,37000000.0,60355347.0,168167798.0
1595,4,2004,13 Going On 30,37000000.0,57139723.0,97658712.0
1596,4,2008,Nim's Island,37000000.0,48006762.0,101857425.0
1597,2,2016,How to be Single,37000000.0,46843513.0,100003780.0
